End Date,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
06/30/2022,2022.0,6.0,New York,Male,45-54 years,11.25,245.0,12.0,52.0,0.0,19.0
06/30/2022,2022.0,6.0,Mississippi,Female,85 years and over,15.0,392.0,19.0,104.0,0.0,27.0
06/30/2022,2022.0,6.0,California,All Sexes,85 years and over,404.0,7497.0,501.0,156.0,19.0,768.0
06/30/2022,2022.0,6.0,Mississippi,Male,5-14 years,0.0,3760.5,334.0,0.0,0.0,512.0
06/30/2022,2022.0,6.0,Hawaii,Male,40-49 years,0.0,24.0,167.0,0.0,0.0,256.0
06/30/2022,2022.0,6.0,California,Female,5-14 years,0.0,20.0,0.0,0.0,0.0,0.0
06/30/2022,2022.0,6.0,Kentucky,Female,50-64 years,17.0,321.0,29.0,0.0,0.0,39.0
06/30/2022,2022.0,6.0,Georgia,Male,40-49 years,8.5,229.0,14.5,0.0,0.0,19.5
06/30/2022,2022.0,6.0,Michigan,Male,1-4 years,0.0,11.0,0.0,0.0,0.0,0.0
06/30/2022,2022.0,6.0,Maryland,Female,85 years and over,42.0,730.0,43.0,0.0,0.0,76.0
06/30/2022,2022.0,6.0,Delaware,Male,40-49 years,0.0,17.0,0.0,0.0,0.0,0.0
06/30/2022,2022.0,6.0,West Virginia,Female,18-29 years,0.0,12.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Washington,Male,5-14 years,0.0,19.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Wyoming,All Sexes,45-54 years,0.0,27.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Pennsylvania,Male,1-4 years,0.0,48.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,West Virginia,All Sexes,30-39 years,5.5,70.0,7.5,0.0,0.0,11.5
07/31/2022,2022.0,7.0,Arizona,All Sexes,45-54 years,11.0,391.0,15.0,0.0,0.0,23.0
07/31/2022,2022.0,7.0,District of Columbia,Male,30-39 years,0.0,19.0,19.5,0.0,0.0,27.0
07/31/2022,2022.0,7.0,Texas,Female,40-49 years,12.0,375.0,24.0,3.3333333333333335,0.0,31.0
07/31/2022,2022.0,7.0,Washington,Male,30-39 years,26.0,144.0,50.0,6.666666666666667,0.0,69.0
07/31/2022,2022.0,7.0,Ohio,Male,65-74 years,40.0,1260.0,76.0,10.0,0.0,107.0
07/31/2022,2022.0,7.0,Oklahoma,Male,45-54 years,27.0,158.0,46.5,6.666666666666666,0.0,66.5
07/31/2022,2022.0,7.0,Kentucky,All Sexes,45-54 years,14.0,326.0,17.0,3.333333333333333,0.0,26.0
07/31/2022,2022.0,7.0,New Hampshire,All Sexes,25-34 years,0.0,25.0,8.5,0.0,0.0,22.25
07/31/2022,2022.0,7.0,New Mexico,All Sexes,25-34 years,0.0,86.0,0.0,0.0,0.0,18.5
07/31/2022,2022.0,7.0,Illinois,All Sexes,15-24 years,0.0,107.0,0.0,0.0,0.0,14.75
07/31/2022,2022.0,7.0,Utah,Female,65-74 years,0.0,127.0,0.0,0.0,0.0,11.0
07/31/2022,2022.0,7.0,Oregon,All Sexes,1-4 years,0.0,71.0,0.0,0.0,0.0,5.5
07/31/2022,2022.0,7.0,Vermont,All Sexes,30-39 years,0.0,15.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Vermont,All Sexes,75-84 years,0.0,142.0,0.0,0.0,0.0,13.0
07/31/2022,2022.0,7.0,Montana,Male,5-14 years,0.0,130.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,California,Female,0-17 years,9.0,118.0,9.0,0.0,0.0,16.0
07/31/2022,2022.0,7.0,Virginia,Female,55-64 years,18.0,346.0,18.0,0.0,0.0,32.0
07/31/2022,2022.0,7.0,Nevada,Female,55-64 years,13.5,132.0,13.5,0.0,0.0,10.0
07/31/2022,2022.0,7.0,Missouri,Male,35-44 years,9.0,151.0,9.0,0.0,0.0,6.666666666666666
07/31/2022,2022.0,7.0,Delaware,Female,65-74 years,4.5,85.0,4.5,0.0,0.0,3.333333333333333
07/31/2022,2022.0,7.0,New Hampshire,Male,25-34 years,0.0,17.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Texas,Male,35-44 years,16.0,562.0,24.0,0.0,0.0,38.0
07/31/2022,2022.0,7.0,Missouri,Female,30-39 years,14.5,60.0,23.5,0.0,0.0,34.5
07/31/2022,2022.0,7.0,Arkansas,All Sexes,55-64 years,13.0,387.0,23.0,0.0,0.0,31.0
07/31/2022,2022.0,7.0,Kansas,All Sexes,65-74 years,13.0,502.0,23.0,0.0,0.0,30.0
07/31/2022,2022.0,7.0,North Dakota,Male,35-44 years,0.0,12.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New Hampshire,Female,Under 1 year,0.0,15.333333333333334,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Oregon,All Sexes,5-14 years,0.0,18.666666666666668,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Hawaii,Female,45-54 years,0.0,22.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Connecticut,All Sexes,5-14 years,0.0,550.3333333333334,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Idaho,Male,1-4 years,0.0,1078.6666666666667,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Washington,All Sexes,85 years and over,120.0,1607.0,99.0,41.0,0.0,179.0
07/31/2022,2022.0,7.0,Mississippi,All Sexes,0-17 years,0.0,47.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Nevada,All Sexes,65-74 years,34.0,577.0,52.0,23.0,0.0,63.0
07/31/2022,2022.0,7.0,Minnesota,Female,75-84 years,21.0,461.0,32.0,11.5,0.0,44.0
07/31/2022,2022.0,7.0,Georgia,Male,Under 1 year,10.5,42.0,0.0,0.0,0.0,22.0
07/31/2022,2022.0,7.0,Nevada,Female,1-4 years,0.0,265.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Tennessee,All Sexes,45-54 years,20.0,489.0,28.0,24.0,0.0,39.0
07/31/2022,2022.0,7.0,New Mexico,All Sexes,All Ages,115.0,1762.0,107.0,48.0,0.0,175.0
07/31/2022,2022.0,7.0,Alaska,All Sexes,18-29 years,0.0,20.0,71.33333333333334,0.0,0.0,116.66666666666666
07/31/2022,2022.0,7.0,Wisconsin,Male,40-49 years,0.0,112.0,35.66666666666667,0.0,0.0,58.33333333333333
07/31/2022,2022.0,7.0,Vermont,All Sexes,18-29 years,0.0,14.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Oklahoma,All Sexes,25-34 years,7.75,87.0,3.3333333333333335,0.0,0.0,6.5
07/31/2022,2022.0,7.0,Oklahoma,Female,45-54 years,15.5,94.0,6.666666666666667,4.666666666666667,0.0,13.0
07/31/2022,2022.0,7.0,New York,Female,45-54 years,23.25,164.0,10.0,9.333333333333334,0.0,12.0
07/31/2022,2022.0,7.0,Illinois,All Sexes,55-64 years,31.0,1162.0,63.0,14.0,0.0,81.0
07/31/2022,2022.0,7.0,Puerto Rico,Female,18-29 years,0.0,11.0,60.5,0.0,0.0,78.5
07/31/2022,2022.0,7.0,New York,Male,50-64 years,29.0,807.0,58.0,12.0,0.0,76.0
07/31/2022,2022.0,7.0,Wisconsin,All Sexes,35-44 years,14.5,141.0,29.0,6.0,0.0,10.0
07/31/2022,2022.0,7.0,Alaska,All Sexes,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Kansas,Female,45-54 years,6.666666666666667,46.0,7.666666666666667,0.0,0.0,12.666666666666666
07/31/2022,2022.0,7.0,North Dakota,Female,75-84 years,13.333333333333334,52.0,15.333333333333334,0.0,0.0,25.333333333333332
07/31/2022,2022.0,7.0,California,Male,30-39 years,20.0,636.0,23.0,0.0,0.0,38.0
07/31/2022,2022.0,7.0,Montana,All Sexes,1-4 years,0.0,560.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Texas,Female,45-54 years,16.0,485.0,32.0,0.0,0.0,42.0
07/31/2022,2022.0,7.0,New York City,All Sexes,Under 1 year,0.0,44.0,27.0,0.0,0.0,34.0
07/31/2022,2022.0,7.0,Colorado,Male,50-64 years,12.0,365.0,22.0,0.0,0.0,26.0
07/31/2022,2022.0,7.0,Oregon,Male,45-54 years,13.75,112.0,19.25,0.0,0.0,26.25
07/31/2022,2022.0,7.0,Mississippi,Male,45-54 years,15.5,121.0,16.5,0.0,0.0,26.5
07/31/2022,2022.0,7.0,Maine,All Sexes,45-54 years,17.25,65.0,13.75,0.0,0.0,26.75
07/31/2022,2022.0,7.0,Alabama,Female,55-64 years,19.0,268.0,11.0,0.0,0.0,27.0
07/31/2022,2022.0,7.0,Oklahoma,Male,55-64 years,16.0,334.0,26.0,0.0,0.0,35.0
07/31/2022,2022.0,7.0,New Hampshire,Female,45-54 years,0.0,15.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New Jersey,Female,15-24 years,0.0,13.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Texas,All Sexes,45-54 years,47.0,1334.0,70.0,14.0,0.0,103.0
07/31/2022,2022.0,7.0,West Virginia,Male,55-64 years,31.333333333333336,194.0,22.0,7.0,0.0,24.0
07/31/2022,2022.0,7.0,Vermont,Male,75-84 years,15.666666666666668,76.0,11.0,0.0,0.0,12.0
07/31/2022,2022.0,7.0,Iowa,Male,15-24 years,0.0,10.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Utah,Female,30-39 years,0.0,24.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New Hampshire,All Sexes,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Georgia,All Sexes,85 years and over,125.0,1846.0,99.0,45.0,0.0,181.0
07/31/2022,2022.0,7.0,Rhode Island,Female,18-29 years,0.0,1345.6666666666667,49.5,0.0,0.0,90.5
07/31/2022,2022.0,7.0,Virginia,Male,5-14 years,0.0,845.3333333333334,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Georgia,Male,45-54 years,11.0,345.0,16.0,0.0,0.0,25.0
07/31/2022,2022.0,7.0,West Virginia,Male,50-64 years,13.333333333333334,252.0,24.0,0.0,0.0,26.0
07/31/2022,2022.0,7.0,Georgia,Female,45-54 years,15.666666666666668,202.0,10.0,0.0,0.0,16.0
07/31/2022,2022.0,7.0,Georgia,All Sexes,45-54 years,18.0,547.0,26.0,0.0,0.0,41.0
07/31/2022,2022.0,7.0,Virginia,Male,35-44 years,258.33333333333337,149.0,305.3333333333333,0.0,0.0,459.3333333333333
07/31/2022,2022.0,7.0,New Jersey,Female,40-49 years,498.6666666666667,76.0,584.6666666666666,0.0,0.0,877.6666666666666
07/31/2022,2022.0,7.0,Florida,Male,All Ages,739.0,10532.0,864.0,315.0,0.0,1296.0
07/31/2022,2022.0,7.0,Arkansas,All Sexes,65-74 years,27.0,665.0,43.0,157.5,0.0,62.0
07/31/2022,2022.0,7.0,Ohio,Female,25-34 years,21.6,72.0,0.0,0.0,0.0,49.6
07/31/2022,2022.0,7.0,Wisconsin,Male,25-34 years,16.2,62.0,0.0,0.0,0.0,37.2
07/31/2022,2022.0,7.0,North Dakota,Female,65-74 years,10.799999999999997,34.0,0.0,0.0,0.0,24.799999999999997
07/31/2022,2022.0,7.0,New Mexico,Female,25-34 years,5.399999999999999,32.0,0.0,0.0,0.0,12.399999999999999
07/31/2022,2022.0,7.0,Rhode Island,Female,40-49 years,0.0,25.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,South Carolina,Female,15-24 years,0.0,18.0,10.0,0.0,0.0,13.5
07/31/2022,2022.0,7.0,New York,Female,55-64 years,0.0,397.0,20.0,0.0,0.0,27.0
07/31/2022,2022.0,7.0,Minnesota,All Sexes,Under 1 year,0.0,32.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Nebraska,Female,25-34 years,0.0,10.0,89.0,0.0,0.0,143.66666666666666
07/31/2022,2022.0,7.0,New Hampshire,All Sexes,45-54 years,0.0,52.0,178.0,0.0,0.0,287.3333333333333
07/31/2022,2022.0,7.0,Florida,Male,85 years and over,284.0,2534.0,267.0,125.0,0.0,431.0
07/31/2022,2022.0,7.0,South Carolina,Female,75-84 years,31.0,572.0,37.0,13.0,0.0,55.0
07/31/2022,2022.0,7.0,New York City,All Sexes,35-44 years,23.25,190.0,27.75,8.666666666666668,0.0,41.25
07/31/2022,2022.0,7.0,New York City,Female,45-54 years,15.5,113.0,18.5,4.333333333333334,0.0,27.5
07/31/2022,2022.0,7.0,Tennessee,All Sexes,15-24 years,7.75,102.0,9.25,0.0,0.0,13.75
07/31/2022,2022.0,7.0,Alaska,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New York,Female,50-64 years,10.0,492.0,25.0,0.0,0.0,34.0
07/31/2022,2022.0,7.0,Utah,All Sexes,40-49 years,5.0,78.0,12.5,0.0,0.0,17.0
07/31/2022,2022.0,7.0,Hawaii,Male,Under 1 year,0.0,1211.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Florida,Female,75-84 years,188.0,2344.0,205.0,88.0,2.5,306.0
07/31/2022,2022.0,7.0,United States,Male,35-44 years,147.0,6351.0,203.0,41.0,5.0,314.0
07/31/2022,2022.0,7.0,Ohio,Male,25-34 years,73.5,191.0,101.5,0.0,0.0,157.0
07/31/2022,2022.0,7.0,Tennessee,Male,1-4 years,0.0,134.33333333333334,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Hawaii,All Sexes,Under 1 year,0.0,77.66666666666667,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,District of Columbia,All Sexes,0-17 years,0.0,21.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Connecticut,Male,All Ages,46.0,1361.0,84.0,0.0,0.0,123.0
07/31/2022,2022.0,7.0,Delaware,All Sexes,75-84 years,11.0,242.0,22.0,0.0,0.0,27.0
07/31/2022,2022.0,7.0,North Dakota,Male,85 years and over,7.333333333333334,90.0,23.0,0.0,0.0,26.5
07/31/2022,2022.0,7.0,Nevada,All Sexes,55-64 years,3.666666666666667,371.0,24.0,0.0,0.0,26.0
07/31/2022,2022.0,7.0,Arkansas,All Sexes,1-4 years,0.0,10.0,16.0,0.0,0.0,17.333333333333336
07/31/2022,2022.0,7.0,Hawaii,Male,40-49 years,0.0,27.0,8.0,0.0,0.0,8.666666666666668
07/31/2022,2022.0,7.0,Utah,Female,40-49 years,0.0,22.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Kansas,All Sexes,40-49 years,0.0,96.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Kansas,Male,18-29 years,0.0,41.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New Hampshire,Male,30-39 years,0.0,21.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Oregon,Male,0-17 years,0.0,15.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,West Virginia,All Sexes,35-44 years,0.0,89.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Pennsylvania,Male,5-14 years,0.0,12.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Louisiana,Male,0-17 years,0.0,25.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,South Dakota,Female,55-64 years,0.0,48.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New York City,Female,18-29 years,0.0,19.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Wyoming,Female,25-34 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Tennessee,Female,All Ages,205.0,3228.0,251.0,62.0,0.0,395.0
07/31/2022,2022.0,7.0,Georgia,Female,75-84 years,43.0,1031.0,58.0,15.0,0.0,86.0
07/31/2022,2022.0,7.0,Idaho,All Sexes,65-74 years,11.0,301.0,132.5,32.5,0.0,15.0
07/31/2022,2022.0,7.0,United States,Female,40-49 years,146.0,4068.0,207.0,50.0,1.0,304.0
07/31/2022,2022.0,7.0,Maryland,Female,75-84 years,27.0,487.0,28.0,33.33333333333333,0.0,50.0
07/31/2022,2022.0,7.0,Virginia,All Sexes,35-44 years,12.0,233.0,14.0,16.666666666666664,0.0,14.0
07/31/2022,2022.0,7.0,Vermont,Female,25-34 years,0.0,124.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Montana,All Sexes,15-24 years,0.0,16.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Rhode Island,All Sexes,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Maine,Male,0-17 years,0.0,259.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New York City,Male,50-64 years,0.0,519.0,25.0,0.0,0.0,31.0
07/31/2022,2022.0,7.0,Pennsylvania,Female,15-24 years,0.0,27.0,27.0,0.0,0.0,32.5
07/31/2022,2022.0,7.0,Nevada,All Sexes,50-64 years,11.0,459.0,29.0,0.0,0.0,34.0
07/31/2022,2022.0,7.0,Maine,Female,18-29 years,0.0,309.66666666666663,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Wisconsin,Female,1-4 years,0.0,160.33333333333331,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,District of Columbia,Female,40-49 years,0.0,11.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Maryland,Male,15-24 years,23.5,32.0,0.0,0.0,0.0,37.0
07/31/2022,2022.0,7.0,Oregon,All Sexes,75-84 years,47.0,873.0,42.0,15.0,0.0,74.0
07/31/2022,2022.0,7.0,Puerto Rico,Female,5-14 years,0.0,488.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Maine,Male,55-64 years,396.5,103.0,473.0,0.0,0.0,726.5
07/31/2022,2022.0,7.0,California,Male,All Ages,793.0,13555.0,946.0,291.0,0.0,1453.0
07/31/2022,2022.0,7.0,Louisiana,Female,50-64 years,12.0,321.0,14.0,145.5,0.0,22.0
07/31/2022,2022.0,7.0,Indiana,Female,45-54 years,574.6666666666666,150.0,11.0,0.0,0.0,12.0
07/31/2022,2022.0,7.0,Minnesota,All Sexes,25-34 years,1137.3333333333333,89.0,1037.0,0.0,0.0,1594.5
07/31/2022,2022.0,7.0,United States,Female,75-84 years,1700.0,30952.0,2063.0,594.0,8.0,3177.0
07/31/2022,2022.0,7.0,Tennessee,Female,18-29 years,0.0,38.0,1375.3333333333335,0.0,0.0,2118.0
07/31/2022,2022.0,7.0,Montana,Male,55-64 years,0.0,76.0,687.6666666666667,0.0,0.0,1059.0
07/31/2022,2022.0,7.0,West Virginia,All Sexes,5-14 years,0.0,2408.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,United States,Male,25-34 years,70.0,4741.0,83.0,14.0,1.0,140.0
07/31/2022,2022.0,7.0,Illinois,All Sexes,40-49 years,46.66666666666667,352.0,55.33333333333333,0.0,0.0,12.0
07/31/2022,2022.0,7.0,Oregon,Male,30-39 years,23.333333333333336,75.0,27.666666666666664,0.0,0.0,6.0
07/31/2022,2022.0,7.0,Alabama,All Sexes,15-24 years,0.0,65.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Iowa,Female,25-34 years,0.0,12.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,South Dakota,Male,30-39 years,0.0,16.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,District of Columbia,All Sexes,1-4 years,0.0,258.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Tennessee,Female,50-64 years,17.0,500.0,35.0,0.0,0.0,48.0
07/31/2022,2022.0,7.0,New Jersey,Female,0-17 years,0.0,20.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Oregon,Male,25-34 years,9.0,53.0,0.0,0.0,0.0,20.5
07/31/2022,2022.0,7.0,Alabama,Male,55-64 years,18.0,447.0,25.0,0.0,0.0,41.0
07/31/2022,2022.0,7.0,Nebraska,Female,1-4 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,North Dakota,Female,45-54 years,3.6666666666666665,16.0,5.666666666666667,0.0,0.0,8.666666666666666
07/31/2022,2022.0,7.0,Minnesota,Female,45-54 years,7.333333333333333,61.0,11.333333333333334,0.0,0.0,17.333333333333332
07/31/2022,2022.0,7.0,Texas,All Sexes,25-34 years,11.0,607.0,17.0,0.0,0.0,26.0
07/31/2022,2022.0,7.0,Louisiana,Male,45-54 years,5.5,203.0,8.5,0.0,0.0,11.0
07/31/2022,2022.0,7.0,North Dakota,Female,15-24 years,0.0,117.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Arkansas,Male,25-34 years,0.0,31.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,South Dakota,Female,All Ages,19.0,361.0,28.0,0.0,0.0,41.0
07/31/2022,2022.0,7.0,Connecticut,Female,18-29 years,0.0,15.0,14.0,0.0,0.0,20.5
07/31/2022,2022.0,7.0,Texas,Female,1-4 years,0.0,18.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Tennessee,All Sexes,Under 1 year,0.0,40.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Connecticut,Female,5-14 years,0.0,636.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Connecticut,All Sexes,1-4 years,46.0,1232.0,0.0,0.0,0.0,79.5
07/31/2022,2022.0,7.0,Utah,All Sexes,All Ages,92.0,1828.0,94.0,28.0,0.0,159.0
07/31/2022,2022.0,7.0,Kansas,Male,55-64 years,59.0,166.0,12.0,19.0,0.0,14.0
07/31/2022,2022.0,7.0,Pennsylvania,Female,55-64 years,26.0,547.0,25.0,10.0,0.0,41.0
07/31/2022,2022.0,7.0,Connecticut,Female,1-4 years,13.0,339.0,0.0,0.0,0.0,33.25
07/31/2022,2022.0,7.0,Illinois,Male,18-29 years,0.0,131.0,41.5,0.0,0.0,25.5
07/31/2022,2022.0,7.0,Hawaii,Male,65-74 years,45.0,112.0,83.0,11.0,0.0,17.75
07/31/2022,2022.0,7.0,Idaho,Male,65-74 years,90.0,165.0,124.5,22.0,0.0,10.0
07/31/2022,2022.0,7.0,New Jersey,Male,All Ages,135.0,3184.0,166.0,33.0,0.0,270.0
07/31/2022,2022.0,7.0,Utah,Male,45-54 years,79.0,76.0,93.5,0.0,0.0,152.5
07/31/2022,2022.0,7.0,Arizona,Male,55-64 years,23.0,486.0,21.0,0.0,0.0,35.0
07/31/2022,2022.0,7.0,Montana,All Sexes,35-44 years,17.25,38.0,10.5,0.0,0.0,26.25
07/31/2022,2022.0,7.0,Connecticut,Male,18-29 years,11.5,18.0,0.0,0.0,0.0,17.5
07/31/2022,2022.0,7.0,Alabama,Female,5-14 years,5.75,16.5,0.0,0.0,0.0,8.75
07/31/2022,2022.0,7.0,Maryland,Male,Under 1 year,0.0,15.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Mississippi,All Sexes,85 years and over,72.0,729.0,80.0,27.0,0.0,125.0
07/31/2022,2022.0,7.0,Delaware,All Sexes,50-64 years,47.5,150.0,53.5,16.5,0.0,12.0
07/31/2022,2022.0,7.0,United States,Female,0-17 years,23.0,1381.0,27.0,6.0,3.0,47.0
07/31/2022,2022.0,7.0,Florida,Female,55-64 years,44.0,923.0,76.0,22.0,1.5,100.0
07/31/2022,2022.0,7.0,District of Columbia,All Sexes,15-24 years,0.0,14.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Nevada,Male,35-44 years,0.0,77.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New York,Female,18-29 years,0.0,33.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Iowa,Female,5-14 years,0.0,233.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Massachusetts,Female,65-74 years,0.0,433.0,26.0,0.0,0.0,32.0
07/31/2022,2022.0,7.0,Puerto Rico,Male,18-29 years,0.0,49.0,13.0,0.0,0.0,16.0
07/31/2022,2022.0,7.0,Alaska,Female,5-14 years,0.0,170.5,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,West Virginia,Male,75-84 years,24.0,292.0,32.0,11.0,0.0,46.0
07/31/2022,2022.0,7.0,New Jersey,Female,55-64 years,12.0,272.0,12.0,5.5,0.0,18.0
07/31/2022,2022.0,7.0,Hawaii,Female,15-24 years,0.0,151.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New Mexico,Male,15-24 years,11.5,30.0,0.0,0.0,0.0,20.5
07/31/2022,2022.0,7.0,Alabama,Female,65-74 years,23.0,447.0,22.0,0.0,0.0,41.0
07/31/2022,2022.0,7.0,Idaho,All Sexes,75-84 years,18.0,376.0,25.0,0.0,0.0,35.0
07/31/2022,2022.0,7.0,Oregon,All Sexes,25-34 years,12.0,73.0,0.0,0.0,0.0,23.333333333333336
07/31/2022,2022.0,7.0,Tennessee,Male,30-39 years,6.0,161.0,0.0,0.0,0.0,11.666666666666668
07/31/2022,2022.0,7.0,Iowa,All Sexes,25-34 years,0.0,46.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Colorado,Male,65-74 years,21.0,382.0,19.0,0.0,0.0,31.0
07/31/2022,2022.0,7.0,Ohio,All Sexes,45-54 years,17.0,606.0,26.0,0.0,0.0,39.0
07/31/2022,2022.0,7.0,Indiana,All Sexes,25-34 years,33.5,153.0,27.5,0.0,0.0,55.5
07/31/2022,2022.0,7.0,Oregon,Female,85 years and over,50.0,590.0,29.0,0.0,0.0,72.0
07/31/2022,2022.0,7.0,Missouri,Female,15-24 years,31.0,19.0,0.0,0.0,0.0,47.0
07/31/2022,2022.0,7.0,Washington,All Sexes,40-49 years,12.0,235.0,17.0,0.0,0.0,22.0
07/31/2022,2022.0,7.0,New Hampshire,Female,15-24 years,0.0,0.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Rhode Island,Female,35-44 years,32.5,499.0,50.0,0.0,0.0,69.5
07/31/2022,2022.0,7.0,Kentucky,All Sexes,65-74 years,65.0,998.0,100.0,27.0,0.0,139.0
07/31/2022,2022.0,7.0,New Jersey,All Sexes,All Ages,277.0,6264.0,344.0,75.0,0.0,548.0
07/31/2022,2022.0,7.0,Virginia,Female,40-49 years,145.5,90.0,181.5,0.0,0.0,287.5
07/31/2022,2022.0,7.0,Hawaii,Female,85 years and over,14.0,221.0,19.0,0.0,0.0,27.0
07/31/2022,2022.0,7.0,Oklahoma,Female,Under 1 year,0.0,146.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,New York,All Sexes,15-24 years,0.0,71.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,South Dakota,Female,75-84 years,0.0,67.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Florida,Female,5-14 years,0.0,18.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Wyoming,All Sexes,50-64 years,0.0,68.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Kentucky,Male,Under 1 year,0.0,13.0,0.0,0.0,0.0,0.0
07/31/2022,2022.0,7.0,Connecticut,Male,15-24 years,6.75,15.0,0.0,0.0,0.0,3.3333333333333335
07/31/2022,2022.0,7.0,New Jersey,Male,40-49 years,13.5,147.0,10.666666666666666,0.0,0.0,6.666666666666667
